Date,Adj Close,Close,High,Low,Open,Volume
2019-07-05,43.52999878,43.52999878,44.54999924,43.00999832,44.31000137,8239500
2019-07-08,42.95000076,42.95000076,43.84999847,42.75,43.59000015,9304100
2019-07-09,44.20000076,44.20000076,44.22999954,42.97999954,43.18000031,5251600
2019-07-10,43.70000076,43.70000076,44.79999924,43.56000137,44.47999954,9746500
2019-07-11,43.99000168,43.99000168,44.29000092,43.31000137,44.09999847,8050900
2019-07-12,43.99000168,43.99000168,44.24000168,43.38999939,44.15999985,8760500
2019-07-15,44.52999878,44.52999878,44.70000076,43.97000122,44.20000076,5811200
2019-07-16,44.13000107,44.13000107,44.97999954,44.02000046,44.59999847,5613300
2019-07-17,43.61999893,43.61999893,44.34999847,43.52000046,44.06000137,5854100
2019-07-18,43.70999908,43.70999908,43.84999847,43.18999863,43.5,4078700
2019-07-19,43.18000031,43.18000031,44.08599854,43.15999985,43.90000153,4021000
2019-07-22,43.68999863,43.68999863,43.72000122,43.00999832,43.25,3815300
2019-07-23,43.36000061,43.36000061,44.31000137,43.11000061,43.75,5110100
2019-07-24,43.75999832,43.75999832,43.86999893,43.36000061,43.36000061,3775700
2019-07-25,43.40000153,43.40000153,43.95999908,43.20999908,43.72000122,4412000
2019-07-26,44.52000046,44.52000046,44.95999908,43.38999939,43.41999817,7598800
2019-07-29,43.88000107,43.88000107,45.6269989,43.11999893,45,8652200
2019-07-30,42.59000015,42.59000015,43.74000168,42.49000168,43.70999908,7686300
2019-07-31,42.13999939,42.13999939,42.97999954,41.84000015,42.59999847,5970800
2019-08-01,41.31000137,41.31000137,42.5359993,41,42.13999939,7349700
2019-08-02,40.40000153,40.40000153,41.06000137,39.95000076,41.02999878,8225700
2019-08-05,39.04999924,39.04999924,39.41999817,38.43299866,39.34999847,9799300
2019-08-06,39.15000153,39.15000153,40.80799866,38.36000061,39.68000031,8570300
2019-08-07,39.70000076,39.70000076,39.99000168,38.31999969,39.06000137,8896000
2019-08-08,42.97000122,42.97000122,43,41.25,41.97999954,29610500
2019-08-09,40.04999924,40.04999924,40.68000031,38.70999908,39.56000137,35138800
2019-08-12,37,37,39.95000076,37,39.83000183,21231300
2019-08-13,36.45000076,36.45000076,37.45999908,36.11999893,37,18990600
2019-08-14,33.95999908,33.95999908,36.29999924,33.36000061,36,24481600
2019-08-15,33.22000122,33.22000122,34.54999924,32.91999817,34.52000046,13265800
2019-08-16,35.22999954,35.22999954,35.47999954,33.40000153,33.45999908,13883200
2019-08-19,34.61000061,34.61000061,35.79999924,34.36999893,35.52999878,10853100
2019-08-20,35.29000092,35.29000092,36.06999969,34.38999939,34.47999954,10760700
2019-08-21,34.90999985,34.90999985,35.83000183,34.75,35.5,7923000
2019-08-22,34,34,34.90999985,33.52000046,34.79999924,8513300
2019-08-23,33.43000031,33.43000031,34.22999954,33.11999893,33.65000153,8160600
2019-08-26,33.31000137,33.31000137,33.83000183,33.06000137,33.66999817,5662500
2019-08-27,33.11000061,33.11000061,34.24000168,32.97999954,33.68999863,6574800
2019-08-28,32.59000015,32.59000015,33.04999924,32.25999832,32.56000137,6245500
2019-08-29,32.75999832,32.75999832,33.29999924,32.59999847,32.90000153,5772200
2019-08-30,32.56999969,32.56999969,33.13000107,32.04000092,33,6628700
2019-09-03,30.70000076,30.70000076,32.52999878,30.66500092,32.09999847,12154000
2019-09-04,31.98999977,31.98999977,32.36000061,30.85000038,30.90999985,10357600
2019-09-05,32.50999832,32.50999832,33.02999878,32.25,32.33000183,7933300
2019-09-06,31.86000061,31.86000061,32.74000168,31.40999985,32.70999908,7036000
2019-09-09,32.24000168,32.24000168,32.38999939,31.45999908,32.04999924,7448400
2019-09-10,33.50999832,33.50999832,33.74000168,31.64999962,32,10817100
2019-09-11,34,34,35.13999939,33.02000046,33.38000107,14715800
2019-09-12,34.06999969,34.06999969,34.48600006,33.33000183,34.13999939,7734800
2019-09-13,33.25,33.25,34.43500137,32.93999863,34.25,9428600
2019-09-16,34.43000031,34.43000031,34.79999924,33.47000122,33.59999847,7942600
2019-09-17,34.29000092,34.29000092,34.75,33.54999924,34.75,5561300
2019-09-18,34.25999832,34.25999832,34.88999939,33.75,34.34999847,6608300
2019-09-19,33.81999969,33.81999969,34.63999939,33.68000031,34.20000076,6869600
2019-09-20,32.59999847,32.59999847,34.21699905,32.5,33.97999954,11935400
2019-09-23,33,33,33.00999832,32.06000137,32.52000046,5513000
2019-09-24,31.29999924,31.29999924,33.14500046,31.01000023,33,10579900
2019-09-25,31.68000031,31.68000031,31.71999931,30.76000023,31.27000046,7875000
2019-09-26,31.56999969,31.56999969,32.13000107,31.12999916,31.71999931,6058700
2019-09-27,30.29000092,30.29000092,31.89999962,30.12999916,31.70999908,11846700
2019-09-30,30.46999931,30.46999931,30.73500061,30.17000008,30.39999962,4986600
2019-10-01,29.14999962,29.14999962,30.51000023,28.64999962,30.37000084,13380200
2019-10-02,29,29,29.54999924,28.30999947,28.67000008,8782400
2019-10-03,29.71999931,29.71999931,29.87999916,28.52000046,28.96999931,9412000
2019-10-04,29.67000008,29.67000008,30.18000031,28.89999962,29.89999962,8597700
2019-10-07,30.37000084,30.37000084,30.75,29.82999992,30.60000038,10083800
2019-10-08,29.28000069,29.28000069,30.14999962,29.17000008,30.01000023,7769100
2019-10-09,29.06999969,29.06999969,29.62000084,28.80999947,29.62000084,7112900
2019-10-10,28.87000084,28.87000084,29.28000069,28.57999992,29.20999908,7716300
2019-10-11,30.12999916,30.12999916,30.39999962,28.94000053,28.95000076,10216900
2019-10-14,31.12000084,31.12000084,31.54000092,29.81900024,30.21999931,7945400
2019-10-15,32,32,32.16999817,31.19499969,31.20000076,7843800
2019-10-16,31.87000084,31.87000084,32.38000107,31.43799973,31.79999924,7781600
2019-10-17,32.61999893,32.61999893,32.93000031,31.45000076,31.79999924,7200800
2019-10-18,32.06000137,32.06000137,32.65999985,31.27000046,32.54999924,7844500
2019-10-21,31.40999985,31.40999985,32.28300095,31.18499947,31.95000076,7203400
2019-10-22,32.52999878,32.52999878,33.88999939,30.21999931,31.40999985,19214800
2019-10-23,33.04999924,33.04999924,33.27000046,32.16999817,32.86999893,6709800
2019-10-24,33.27999878,33.27999878,33.41999817,32.50999832,33,6729300
2019-10-25,32.70999908,32.70999908,33.47999954,32.61000061,33.20000076,8077300
2019-10-28,33.22000122,33.22000122,33.35499954,32.5,32.90000153,7532800
2019-10-29,32.41999817,32.41999817,32.91999817,31.81500053,32.36999893,9319200
2019-10-30,33.75,33.75,33.79999924,32.11000061,32.50999832,10732700
2019-10-31,31.5,31.5,33.36000061,31.26000023,33.22999954,15912400
2019-11-01,31.37000084,31.37000084,31.70000076,30.74099922,31.45000076,10434300
2019-11-04,31.07999992,31.07999992,31.75,30.12000084,31.45000076,28787400
2019-11-05,28.02000046,28.02000046,29.29999924,27.96999931,29.12999916,51963500
2019-11-06,26.94000053,26.94000053,27.54999924,25.57999992,26.05999947,130965700
2019-11-07,27.37999916,27.37999916,27.42000008,26.45000076,26.79999924,65861400
2019-11-08,27.01000023,27.01000023,27.62000084,26.91500092,27.47999954,44923600
2019-11-11,27.13999939,27.13999939,27.20999908,26.22999954,27.03000069,41138100
2019-11-12,26.70000076,26.70000076,27.65999985,26.65999985,27.37999916,37095400
2019-11-13,26.70999908,26.70999908,26.81999969,26.13999939,26.46999931,32678300
2019-11-14,25.98999977,25.98999977,26.86000061,25.66500092,26.79999924,27893900
2019-11-15,26.79000092,26.79000092,26.79999924,25.95499992,26.18000031,41236200
2019-11-18,26.75,26.75,27,26.29999924,26.79999924,35916100
2019-11-19,27.04999924,27.04999924,27.21999931,26.61000061,26.77000046,31793500
2019-11-20,28.03000069,28.03000069,28.39999962,26.94499969,27.05999947,52746600
2019-11-21,29.45999908,29.45999908,29.60000038,28.5,28.67000008,54551400
2019-11-22,29.55999947,29.55999947,30.12999916,29.20999908,29.84000015,42302900
2019-11-25,29.11000061,29.11000061,29.60000038,28.37999916,28.69000053,36967500
2019-11-26,29.53000069,29.53000069,30.14999962,29.36000061,29.48999977,28746600
2019-11-27,29.48999977,29.48999977,29.59000015,28.87999916,29.42000008,22421400
2019-11-29,29.60000038,29.60000038,29.85000038,29.25,29.40999985,8115100
2019-12-02,28.97999954,28.97999954,29.52499962,28.70000076,29.31999969,16927100
2019-12-03,29.02000046,29.02000046,29.32999992,28.14999962,28.20000076,25252400
2019-12-04,29.05999947,29.05999947,29.20000076,28.70000076,29.10000038,22517600
2019-12-05,28.64999962,28.64999962,28.98999977,28.18000031,28.94000053,22504300
2019-12-06,27.86000061,27.86000061,28.92499924,27.79999924,28.39999962,32816100
2019-12-09,27.68000031,27.68000031,28.36000061,27.68000031,27.95999908,20977300
2019-12-10,27.88999939,27.88999939,27.99300003,27.60499954,27.72999954,23602700
2019-12-11,28.42000008,28.42000008,28.54500008,27.85000038,27.98999977,23281700
2019-12-12,28.69000053,28.69000053,28.75,28.19000053,28.29000092,23569900
2019-12-13,28.48999977,28.48999977,28.84000015,28.27000046,28.57999992,25431600
2019-12-16,30.04999924,30.04999924,30.12999916,29.10000038,29.11000061,57382500
2019-12-17,29.75,29.75,30.42000008,29.53000069,30.37000084,38250700
2019-12-18,30.12999916,30.12999916,30.13999939,29.34000015,29.62000084,35375100
2019-12-19,29.98999977,29.98999977,30.17000008,29.53000069,29.84000015,33799700
2019-12-20,30.45000076,30.45000076,31.03000069,29.85000038,30.10000038,95455100
2019-12-23,30.32999992,30.32999992,30.94000053,29.82999992,30.48999977,31209100
2019-12-24,30.44000053,30.44000053,30.84000015,30.11000061,30.32999992,12938600
2019-12-26,30.67000008,30.67000008,30.79000092,30.03000069,30.46999931,22200800
2019-12-27,30.17000008,30.17000008,31.05999947,30.17000008,30.79999924,18462200
2019-12-30,29.73999977,29.73999977,30.20000076,29.35000038,30.12999916,18805900
2019-12-31,29.73999977,29.73999977,29.95000076,28.89999962,29.11000061,16228400
2020-01-02,30.98999977,30.98999977,31,29.79000092,29.94000053,20578900
2020-01-03,31.37000084,31.37000084,31.43000031,30.47999954,30.62000084,18822700
2020-01-06,31.57999992,31.57999992,32.06000137,31,31.01000023,21204700
2020-01-07,32.81000137,32.81000137,32.84000015,31.36000061,31.79000092,30119600
2020-01-08,33.93000031,33.93000031,34.52000046,32.45999908,32.72999954,43944400
2020-01-09,33.97000122,33.97000122,34.47000122,33.22000122,34.45000076,29385500
2020-01-10,34.00999832,34.00999832,34.99000168,33.83499908,34.08000183,34266400
2020-01-13,34.13999939,34.13999939,34.34000015,33.54999924,34.29000092,16915800
2020-01-14,34.84000015,34.84000015,35.02000046,33.91999817,34.20000076,26019000
2020-01-15,35.00999832,35.00999832,35.14899826,34.50999832,34.90000153,20762200
2020-01-16,34.68000031,34.68000031,35.06000137,34.18000031,35.02999878,21947800
2020-01-17,35.13000107,35.13000107,35.25,34.65000153,34.97000122,17251200
2020-01-21,37.59999847,37.59999847,37.79999924,35.40999985,35.5,48746700
2020-01-22,37.04000092,37.04000092,37.93999863,36.91999817,37.93999863,29765200
2020-01-23,37.40000153,37.40000153,37.95000076,36.72499847,36.97000122,21366000
2020-01-24,36.79999924,36.79999924,37.66500092,36.25,37.5,21598000
2020-01-27,36.29999924,36.29999924,36.65000153,34.18999863,35.22999954,18818000
2020-01-28,37.00999832,37.00999832,37.33000183,36.04000092,37.13999939,28974000
2020-01-29,36.99000168,36.99000168,37.56499863,36.79999924,36.97999954,16863000
2020-01-30,36.68000031,36.68000031,37.13199997,35.95000076,36.81999969,22847000
2020-01-31,36.29000092,36.29000092,37.04000092,35.68999863,37,21553700
2020-02-03,37.59000015,37.59000015,37.63999939,36.52999878,36.75,23494600
2020-02-04,38.52999878,38.52999878,38.99000168,37.25999832,37.86999893,32425900
2020-02-05,36.81000137,36.81000137,38.97000122,36.73500061,38.88999939,38413300
2020-02-06,37.09000015,37.09000015,37.38999939,36.72999954,37.29999924,52699300
2020-02-07,40.63000107,40.63000107,41,38.86000061,39.97999954,112325800
2020-02-10,40.00999832,40.00999832,41.34000015,39.95999908,40.65000153,60840800
2020-02-11,41.27000046,41.27000046,41.46500015,40.04999924,40.25,33896000
2020-02-12,41.25,41.25,41.86000061,41.06499863,41.5,26444900
2020-02-13,40.09000015,40.09000015,41.54999924,40,40.93000031,23850900
2020-02-14,39.65999985,39.65999985,40.31000137,38.70000076,40.02000046,32014200
2020-02-18,40.18000031,40.18000031,40.27000046,39.45000076,39.49000168,22149300
2020-02-19,41.04999924,41.04999924,41.22999954,40.11500168,40.41999817,23287300
2020-02-20,40.91999817,40.91999817,41.18999863,39.84999847,41,25446400
2020-02-21,40.72000122,40.72000122,40.88999939,40.04999924,40.88999939,20595500
2020-02-24,38.31000137,38.31000137,39.13999939,37.75,38.20999908,37123200
2020-02-25,35.88999939,35.88999939,39.15000153,35.5,38.90000153,49281600
2020-02-26,34.45000076,34.45000076,36.16500092,33.88999939,35.52999878,44051400
2020-02-27,32.45000076,32.45000076,34.15999985,30.67000008,32.02999878,66557200
2020-02-28,33.86999893,33.86999893,34.29000092,31,31.80999947,52049300
2020-03-02,32.84999847,32.84999847,34.08000183,31.73999977,34.04999924,46662000
2020-03-03,33.04000092,33.04000092,34.18000031,31.89999962,34.02000046,35182400
2020-03-04,34.52999878,34.52999878,35.34000015,32.27999878,33.93000031,44738600
2020-03-05,32.20999908,32.20999908,33.56999969,31.96999931,33.47000122,32764500
2020-03-06,31.68000031,31.68000031,32.40999985,30.45000076,31.22999954,34808700
2020-03-09,28.17000008,28.17000008,30.31999969,28.14999962,28.5,37439200
2020-03-10,28.96999931,28.96999931,29.86000061,27,29.46999931,36308300
2020-03-11,26.23999977,26.23999977,28.13999939,25.61000061,27.90999985,43067800
2020-03-12,22.61000061,22.61000061,24.69000053,22.11000061,23.26000023,54042000
2020-03-13,22.60000038,22.60000038,24.80999947,21.12999916,24.01000023,53844400
2020-03-16,20.29000092,20.29000092,21.48999977,19.10000038,20.14999962,56914000
2020-03-17,18.90999985,18.90999985,20.30999947,18.01000023,20.18000031,60003900
2020-03-18,14.81999969,14.81999969,17.79999924,13.71000004,17.76000023,78286200
2020-03-19,20.48999977,20.48999977,21.26000023,15.69999981,15.96000004,83988700
2020-03-20,21.32999992,21.32999992,23.88999939,20.61000061,22.53000069,76529700
2020-03-23,22.39999962,22.39999962,22.72999954,19.72999954,21.06999969,47787100
2020-03-24,26.38999939,26.38999939,26.84000015,23.59000015,24.40999985,58505000
2020-03-25,26.19000053,26.19000053,28.45000076,25.30999947,26.18000031,52473900
2020-03-26,28.12000084,28.12000084,28.44000053,25.78000069,26.60000038,41336400
2020-03-27,27.28000069,27.28000069,28.03000069,25.06999969,25.81999969,40292200
2020-03-30,27.82999992,27.82999992,28.38999939,25.30999947,26.32999992,37725700
2020-03-31,27.92000008,27.92000008,28.25,26.92000008,27.75,43126400
2020-04-01,25.42000008,25.42000008,26.7670002,24.80999947,26.5,38538400
2020-04-02,23.68000031,23.68000031,25.20000076,23,25.01000023,35838200
2020-04-03,22.81999969,22.81999969,23.79000092,21.67000008,23.72999954,40572000
2020-04-06,25.98999977,25.98999977,26.09000015,23.93000031,24.12999916,34692600
2020-04-07,25.73999977,25.73999977,28.11000061,25.5,27.95000076,36433800
2020-04-08,26.94000053,26.94000053,27.87800026,25.79000092,26,36166900
2020-04-09,27.11000061,27.11000061,28.88999939,26.45999908,27.87999916,36190200
2020-04-13,27.98999977,27.98999977,28.07999992,26.46999931,27.04000092,24671600
2020-04-14,27.75,27.75,28.77000046,27.01300049,28,32625300
2020-04-15,27.40999985,27.40999985,27.79000092,26.44000053,26.81999969,18720900
2020-04-16,27.03000069,27.03000069,28.04999924,26.45999908,27.20999908,24088700
2020-04-17,28,28,28.79000092,27.26000023,28.69000053,34129800
2020-04-20,28.19000053,28.19000053,28.76000023,26.89999962,27.06999969,32224000
2020-04-21,27.19000053,27.19000053,28.14999962,26.60000038,27.5,20969100
2020-04-22,28.23999977,28.23999977,28.55999947,27.51000023,27.96999931,21199400
2020-04-23,28.32999992,28.32999992,29.25,28.24099922,28.75,26992400
2020-04-24,29.48999977,29.48999977,29.59000015,28.13999939,28.51000023,20634900
2020-04-27,30.07999992,30.07999992,30.48999977,29.4109993,29.73999977,31705800
2020-04-28,30.12000084,30.12000084,31.82999992,29.36000061,31,27383200
2020-04-29,31.37000084,31.37000084,32,30.32999992,31,28288100
2020-04-30,30.27000046,30.27000046,31.04999924,29.75,30.5,20095400
2020-05-01,28.38999939,28.38999939,29.71999931,28.32500076,29.12999916,19290200
2020-05-04,27.42000008,27.42000008,28.06999969,26.57999992,27.55999947,23428300
2020-05-05,28.06999969,28.06999969,28.9090004,27.44000053,28.25,30725400
2020-05-06,27.81999969,27.81999969,28.05999947,26.80999947,27.5,31076500
2020-05-07,30.93000031,30.93000031,31.64999962,29.57999992,29.60000038,62229500
2020-05-08,32.79000092,32.79000092,33.29999924,31.63999939,32.59000015,69458100
2020-05-11,31.63999939,31.63999939,32.38499832,31.40999985,31.97999954,26439200
2020-05-12,32.40000153,32.40000153,34.45000076,30.40999985,31.42000008,89586000
2020-05-13,33.02000046,33.02000046,33.06000137,30.82999992,32.29999924,47279500
2020-05-14,32.79000092,32.79000092,33.04000092,31.23999977,32.52999878,32912600
2020-05-15,32.47000122,32.47000122,32.88999939,31.59000015,32.25999832,25950000
2020-05-18,33.61999893,33.61999893,36,32.99000168,33.70000076,47534600
2020-05-19,33.40000153,33.40000153,34,32.86000061,33.68000031,20223600
2020-05-20,34.47999954,34.47999954,34.77000046,33.81999969,34.11999893,21386700
2020-05-21,34.25999832,34.25999832,35.00999832,33.47000122,34.45000076,24075300
2020-05-22,34.83000183,34.83000183,34.93000031,33.56999969,34.15000153,18675700
2020-05-26,34.56000137,34.56000137,36,34.5,35.97000122,23483200
2020-05-27,34.88000107,34.88000107,35,33.09999847,34.41999817,27514600
2020-05-28,34.15000153,34.15000153,35.09999847,33.81999969,34.90000153,21951900
2020-05-29,36.31999969,36.31999969,36.45000076,34,34.18000031,72393800
2020-06-01,35.81999969,35.81999969,36.38999939,35.15999985,35.63999939,21893800
2020-06-02,35.81000137,35.81000137,36.41999817,35.25999832,36.15999985,19328400
2020-06-03,36.75,36.75,37.36800003,36.13999939,36.20000076,23051800
2020-06-04,36.43000031,36.43000031,37.29999924,36.27999878,36.41999817,17423600
2020-06-05,37.20999908,37.20999908,38.78300095,36.91999817,37.52999878,30393400
2020-06-08,37.08000183,37.08000183,37.90000153,36.09000015,37.86999893,30099500
2020-06-09,36.59000015,36.59000015,37.33000183,36.25,36.70000076,15127300
2020-06-10,34.83000183,34.83000183,36.79999924,34.26499939,36.68999863,43473700
2020-06-11,31.10000038,31.10000038,33.24499893,30.88999939,32.63000107,45298700
2020-06-12,32.24000168,32.24000168,32.74000168,31.04000092,32.72999954,27685200
2020-06-15,32.66999817,32.66999817,32.68000031,31.02000046,31.15999985,21350300
2020-06-16,33.49000168,33.49000168,34.16999817,32.43000031,34,21377100
2020-06-17,33.29000092,33.29000092,33.59500122,33.01100159,33.5,14827700
2020-06-18,33.40000153,33.40000153,33.43999863,32.79999924,33,15495800
2020-06-19,32.29999924,32.29999924,34.02000046,32.27000046,33.97999954,29426300
2020-06-22,32.68000031,32.68000031,32.84999847,31.43000031,32.43000031,17790300
2020-06-23,33.04999924,33.04999924,33.20999908,32.59000015,32.88000107,13622100
2020-06-24,30.45999908,30.45999908,32.93000031,30.45499992,32.75,29477200
2020-06-25,30.57999992,30.57999992,30.85499954,29.55999947,30,19142800
2020-06-26,29.61000061,29.61000061,30.44000053,29.20999908,30.44000053,46482300
2020-06-29,29.62999916,29.62999916,29.75,28.38999939,29.51000023,20795400
2020-06-30,31.07999992,31.07999992,31.25,30.12999916,30.82999992,21282800
2020-07-01,30.43000031,30.43000031,31.26499939,30.16200066,30.95999908,13611500
2020-07-02,30.68000031,30.68000031,31.56999969,30.51000023,31.02000046,14981100
2020-07-06,32.52000046,32.52000046,33.20000076,31.76000023,33.09999847,42392200
2020-07-07,32.81999969,32.81999969,33.56000137,32.38999939,32.45999908,34874700
2020-07-08,33.93000031,33.93000031,33.97000122,32.68000031,33.20999908,24602400
2020-07-09,33.15000153,33.15000153,34.45999908,32.25999832,34.24000168,25061800
2020-07-10,33.13999939,33.13999939,33.54999924,32.65000153,33.13999939,13586300
2020-07-13,31.71999931,31.71999931,33.59999847,31.65999985,33.20999908,19604800
2020-07-14,30.93000031,30.93000031,31.37999916,30.47999954,31.35000038,21781800
2020-07-15,32.81000137,32.81000137,32.97000122,31.68000031,32.09999847,20976500
2020-07-16,32.34999847,32.34999847,32.59000015,31.54999924,32.04999924,11090800
2020-07-17,32.54999924,32.54999924,32.81600189,31.85000038,32.58000183,13658700
2020-07-20,33.65999985,33.65999985,33.92499924,32.34999847,32.47999954,16213600
2020-07-21,32.54999924,32.54999924,34.22999954,32.52999878,34.15999985,16725100
2020-07-22,32.65999985,32.65999985,32.88000107,32.33000183,32.43999863,12128400
2020-07-23,32.16999817,32.16999817,33.02000046,31.9829998,32.33000183,12749800
2020-07-24,31.18000031,31.18000031,31.79999924,30.46999931,31.73999977,16896100
2020-07-27,30.98999977,30.98999977,31.60000038,30.75,31.20999908,10182300
2020-07-28,30.80999947,30.80999947,31.23999977,30.35000038,30.79000092,12977100
2020-07-29,31.02000046,31.02000046,31.26000023,30.77000046,30.92000008,8215900
2020-07-30,30.23999977,30.23999977,30.68000031,29.96999931,30.64999962,13062900
2020-07-31,30.26000023,30.26000023,30.42000008,29.78499985,30.39999962,16346800
2020-08-03,31.19000053,31.19000053,31.29500008,30.05999947,30.23999977,17078900
2020-08-04,32.68000031,32.68000031,32.84500122,31.17000008,31.17000008,21958100
2020-08-05,33.20000076,33.20000076,33.31999969,32.5,33.09999847,16987800
2020-08-06,34.70999908,34.70999908,34.79499817,33.20999908,33.27000046,38601500
2020-08-07,32.90000153,32.90000153,33.70000076,32.45000076,33.09000015,39071200
2020-08-10,32.27000046,32.27000046,33.18000031,31.51000023,33.04000092,21347600
2020-08-11,31.20999908,31.20999908,32.20999908,30.64999962,31.65999985,31569900
2020-08-12,30.84000015,30.84000015,32.22000122,30.69000053,31.45999908,23375900
2020-08-13,30.45999908,30.45999908,31.32999992,30.31999969,30.52000046,21976800
2020-08-14,29.98999977,29.98999977,30.48999977,29.81500053,30.39999962,17631600
2020-08-17,29.47999954,29.47999954,30.12000084,29.13999939,30.04999924,18544700
2020-08-18,30.07999992,30.07999992,30.45999908,29.40999985,29.5,29398200
2020-08-19,29.42000008,29.42000008,30.34900093,29.38999939,30.14999962,14050300
2020-08-20,31.40999985,31.40999985,31.70000076,28.47999954,29.12999916,56663300
2020-08-21,30.82999992,30.82999992,31.81999969,30.7140007,31.38999939,20217000
2020-08-24,31.04000092,31.04000092,31.29999924,30.37000084,30.96999931,17406200
2020-08-25,31.19000053,31.19000053,31.19000053,30.60000038,31.04000092,10056800
2020-08-26,32.29999924,32.29999924,32.70999908,30.95000076,31.01000023,20599800
2020-08-27,32.79999924,32.79999924,33.06999969,32.27000046,32.40000153,21306500
2020-08-28,33.79999924,33.79999924,33.93999863,32.81999969,33,17825600
2020-08-31,33.63000107,33.63000107,33.91999817,33.13999939,33.61999893,14980600
2020-09-01,34.29999924,34.29999924,34.50999832,33.14500046,33.45000076,16013900
2020-09-02,34.36999893,34.36999893,34.50500107,33.29000092,34.20999908,16552700
2020-09-03,33.40999985,33.40999985,34.74000168,32.95000076,34.08000183,17288800
2020-09-04,33.24000168,33.24000168,33.65000153,31.54999924,33.33000183,17480600
2020-09-08,34.31999969,34.31999969,35.09999847,32.15999985,32.36000061,33683500
2020-09-09,35.00999832,35.00999832,35.5,34.11000061,34.11000061,22803500
2020-09-10,35.97999954,35.97999954,36.77999878,35.18999863,35.20000076,35468300
2020-09-11,36.97999954,36.97999954,37.14500046,36.25400162,36.29999924,27130900
2020-09-14,37.95000076,37.95000076,38,37.08000183,37.09999847,28016000
2020-09-15,37.47000122,37.47000122,38.47999954,37.27000046,37.95000076,23532600
2020-09-16,37.65999985,37.65999985,38.52000046,37.38999939,37.38999939,21787100
2020-09-17,37.06000137,37.06000137,37.44499969,36.13999939,36.68000031,23534800
2020-09-18,37.11999893,37.11999893,37.56499863,36.38999939,37.15000153,68428600
2020-09-21,36.49000168,36.49000168,36.58000183,35.11999893,35.86000061,19100800
2020-09-22,34.40000153,34.40000153,36.54999924,34.09999847,36.52999878,28242800
2020-09-23,33.54999924,33.54999924,34.80500031,33.40000153,34.45000076,15796900
2020-09-24,33.34999847,33.34999847,34,32.88999939,33.65999985,16404100
2020-09-25,34.45999908,34.45999908,34.5,33.20000076,33.20000076,10736300
2020-09-28,35.56000137,35.56000137,36.625,35.25999832,35.79999924,22878400
